"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1895080906257506467","Thu Feb 27 11:57:51 +0000 2025","3","Terimakasih Rektor UI yang baru beserta para jajarannya dan para alumni yang ngepush terus kasus ini. Enak aja nama kampus jadi rusak gara gara boneka labubu ini.","1895080906257506467","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/Rizkihadi/status/1895080906257506467","139315638","Rizkihadi"
"1895054368522805356","Thu Feb 27 10:12:24 +0000 2025","0"," Baju Tas Labubu Branded Upset Duck Lucu &amp; Nyaman! ready stock baju tas labubu branded upset duck baju labubu celana labubu jumper murah clothes outfit boneka doll Beli sekarang: https://t.co/OCsMArB0T9 https://t.co/RC0Vh122ap","1895054368522805356","https://pbs.twimg.com/media/GkyV57qW8AAylVk.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1895054368522805356","1699418742822694913","leejenookr"
"1894889743663739377","Wed Feb 26 23:47:10 +0000 2025","1","@sekarflo boneka nya kak? dari awal boming aku gak punya satu pun berbau labubu kak karna itu tadi agak serem ","1894897024992202754","","sekarflo","in","","0","1","0","https://x.com/wooseokgfliv/status/1894897024992202754","1799481148390961152","wooseokgfliv"
"1894889755764236528","Wed Feb 26 23:18:17 +0000 2025","0","Sayang aku mau beliin kamu boneka labubu ya. Hahaha #asbun","1894889755764236528","","","in","","0","0","0","https://x.com/Pejuang_subeom/status/1894889755764236528","1796355626542702592","Pejuang_subeom"
"1894886335493874035","Wed Feb 26 23:04:42 +0000 2025","2","beli titipan boneka labubu buat siapa bang? ponakan apa 'tante'nya https://t.co/QtCG6jKBAc","1894886335493874035","https://pbs.twimg.com/ext_tw_video_thumb/1894885656511537152/pu/img/OPAutu1CGJmrYf_u.jpg","","in","","0","0","0","https://x.com/deee_galzz/status/1894886335493874035","1636728159868702727","deee_galzz"
"1894792307486175330","Wed Feb 26 16:51:04 +0000 2025","0"," Baju Boneka Labubu Macaroon 17cm Jumpsuit Bear ️ baju boneka labubu macaroon 17cm vinyl face jumpsuit bear doll clothes outfit boneka popmart fashion doll ready stock Beli sekarang: https://t.co/dXgSClnqU6 https://t.co/HyXybtuOtb","1894792307486175330","https://pbs.twimg.com/media/GkunjsCboAAEAmG.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1894792307486175330","1699418742822694913","leejenookr"
"1894791017829896324","Wed Feb 26 16:45:56 +0000 2025","0"," Baju Boneka Labubu 17cm Model Lotso Bear Strawberry ️ baju boneka labubu 17cm lotso bear strawberry doll clothes fashion doll outfit koleksi boneka ready stock Beli sekarang: https://t.co/HsseH47Ohm https://t.co/sXpbL4YrNR","1894791017829896324","https://pbs.twimg.com/media/GkumYjoWoAAuIP7.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1894791017829896324","1699418742822694913","leejenookr"
"1894790543361909140","Wed Feb 26 16:44:03 +0000 2025","0"," Baju Boneka Lisa Choice Khusus Popmart Labubu Macaroon 17cm ️ baju boneka labubu 17cm lisa choice macaroon vinyl face model swan fashion doll outfit koleksi boneka ready stock lalisa black pink viral Beli sekarang: https://t.co/DS4rF095rC https://t.co/xLv9bCorHw","1894790543361909140","https://pbs.twimg.com/media/Gkul9S8aoAEf0ut.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1894790543361909140","1699418742822694913","leejenookr"
"1894790012727894219","Wed Feb 26 16:41:57 +0000 2025","0"," Baju Boneka Labubu 17cm Edisi Natal Christmas Deer ️ baju boneka labubu 17cm vinyl face christmas deer edisi natal doll clothes koleksi boneka fashion doll outfit ready stock Beli sekarang: https://t.co/f0LT5vqbbK https://t.co/VZlf07qjDP","1894790012727894219","https://pbs.twimg.com/media/GkuleHpasAAA95_.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1894790012727894219","1699418742822694913","leejenookr"
"1894789736784634149","Wed Feb 26 16:40:51 +0000 2025","0"," Baju Boneka Popmart Labubu 17cm Kindergarten Uniform ️ baju boneka labubu 17cm popmart vinyl face kindergarten uniform doll clothes outfit koleksi boneka fashion doll ready stock lisa lalisa black pink rockstar Beli sekarang: https://t.co/zU9MPXmQ2E https://t.co/L7sC6JNHfj","1894789736784634149","https://pbs.twimg.com/media/GkulOGRWEAApzkW.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1894789736784634149","1699418742822694913","leejenookr"
